Summary,url,Title,Post_Details,Bike Type,Brand,Trim/Edition,Model,Year,Mileage,Seller,Capacity,Price
"Bajaj Platina 201455,000 kmKandy, MotorbikesRs 215,00045 days",https://ikman.lk/en/ad/bajaj-platina-2014-for-sale-kandy-100,Bajaj Platina 2014,"Posted on 27 Jan 5:29 pm, Katugastota, Kandy",Motorbikes,Bajaj,,Platina,2014,"55,000 km",Sandun Herath,100 cc,"215,000"
"Bajaj Platina 201426,000 kmRatnapura, MotorbikesRs 280,00052 days",https://ikman.lk/en/ad/bajaj-platina-bbc2578-2014-for-sale-ratnapura,Bajaj Platina 2014,"Posted on 20 Jan 12:44 pm, Embilipitiya, Ratnapura",Motorbikes,Bajaj,Bajaj,Platina,2014,"26,000 km",SuPun M ManaThunga,100 cc,"280,000"
"Bajaj Platina 201475,000 kmMatara, MotorbikesRs 160,00038 days",https://ikman.lk/en/ad/bajaj-platina-sameera-sandaruwan-2014-for-sale-matara,Bajaj Platina 2014,"Posted on 03 Feb 8:48 pm, Deniyaya, Matara",Motorbikes,Bajaj,2014,Platina,2014,"75,000 km",k.G kaweesha sadaruwan,125 cc,"160,000"
"Bajaj Platina 201527,000 kmMatara, MotorbikesRs 275,00058 days",https://ikman.lk/en/ad/bajaj-platina-2015-for-sale-matara-196,Bajaj Platina 2015,"Posted on 15 Jan 11:46 am, Kekanadurra, Matara",Motorbikes,Bajaj,,Platina,2015,"27,000 km",Ashan,100 cc,"275,000"
"Bajaj Platina 20159,600 kmAnuradhapura, MotorbikesRs 250,00044 days",https://ikman.lk/en/ad/bajaj-platina-2015-for-sale-anuradhapura-41,Bajaj Platina 2015,"Posted on 29 Jan 1:47 pm, Talawa, Anuradhapura",Motorbikes,Bajaj,platina,Platina,2015,"9,600 km",Gayan Sampath,100 cc,"250,000"
"Bajaj Platina 201538,715 kmGalle, MotorbikesRs 255,00045 days",https://ikman.lk/en/ad/bajaj-platina-2015-for-sale-galle-347,Bajaj Platina 2015,"Posted on 28 Jan 9:56 am, Ambalangoda, Galle",Motorbikes,Bajaj,platina,Platina,2015,"38,715 km",Iresh Madusanka,100 cc,"255,000"
"Bajaj Platina 201545,000 kmColombo, MotorbikesRs 245,00047 days",https://ikman.lk/en/ad/bajaj-platina-s-2015-for-sale-colombo,Bajaj Platina 2015,"Posted on 26 Jan 12:58 pm, Nugegoda, Colombo",Motorbikes,Bajaj,bajaj,Platina,2015,"45,000 km",Sampath Sadaruwan Sampath Sadaruwan,100 cc,"245,000"
"Bajaj Platina 201543,000 kmGalle, MotorbikesRs 250,00034 days",https://ikman.lk/en/ad/bajaj-platina-2015-for-sale-galle-352,Bajaj Platina 2015,"Posted on 09 Mar 9:23 am, Galle City, Galle",Motorbikes,Bajaj,,Platina,2015,"43,000 km",Sell Fast | Galle | DigiWorld Ad,100 cc,"250,000"
"Bajaj Platina 201531,200 kmGalle, MotorbikesRs 245,00058 days",https://ikman.lk/en/ad/bajaj-platina-2015-for-sale-galle-346,Bajaj Platina 2015,"Posted on 08 Mar 4:32 pm, Ambalangoda, Galle",Motorbikes,Bajaj,2015,Platina,2015,"31,200 km",Sellfast | Kreative Media | Batapola,100 cc,"245,000"
"Bajaj Platina 201633,000 kmBadulla, MotorbikesRs 250,00059 days",https://ikman.lk/en/ad/bajaj-platina-2016-for-sale-badulla-3,Bajaj Platina 2016,"Posted on 18 Jan 5:45 pm, Haputale, Badulla",Motorbikes,Bajaj,,Platina,2016,"33,000 km",Madura Chanaka,100 cc,"250,000"
"Bajaj Platina 201635,900 kmKandy, MotorbikesRs 310,00058 days",https://ikman.lk/en/ad/bajaj-platina-2016-for-sale-kandy-64,Bajaj Platina 2016,"Posted on 14 Jan 1:58 pm, Nawalapitiya, Kandy",Motorbikes,Bajaj,,Platina,2016,"35,900 km",Mazhai Thuli,100 cc,"310,000"
"Bajaj Platina 201660,000 kmKilinochchi, MotorbikesRs 285,00027 days",https://ikman.lk/en/ad/bajaj-platina-2016-for-sale-kilinochchi,Bajaj Platina 2016,"Posted on 18 Feb 8:55 am, Kilinochchi City, Kilinochchi",Motorbikes,Bajaj,,Platina,2016,"60,000 km",Nesan D. Nesan Nesan,100 cc,"285,000"
"Bajaj Platina 201636,985 kmMEMBERKandy, MotorbikesRs 235,00027 days",https://ikman.lk/en/ad/bajaj-platina-2016-for-sale-kandy-67,Bajaj Platina 2016,"Posted on 03 Mar 6:34 pm, Kandy City, Kandy",Motorbikes,Bajaj,2016,Platina,2016,"36,985 km",N-S Motors,100 cc,"235,000"
"Bajaj Platina 201616,534 kmMEMBERPolonnaruwa, MotorbikesRs 285,00036 days",https://ikman.lk/en/ad/bajaj-platina-2016-for-sale-polonnaruwa-17,Bajaj Platina 2016,"Posted on 23 Feb 3:31 pm, Polonnaruwa City, Polonnaruwa",Motorbikes,Bajaj,Platina,Platina,2016,"16,534 km",PLS Motors & Credit (Pvt) Ltd,100 cc,"285,000"
"Bajaj Platina 201656,000 kmColombo, MotorbikesRs 275,00037 days",https://ikman.lk/en/ad/bajaj-platina-bec-2016-for-sale-colombo,Bajaj Platina 2016,"Posted on 15 Feb 3:26 pm, Ratmalana, Colombo",Motorbikes,Bajaj,Bajaj,Platina,2016,"56,000 km",jayanath  samaranayaka,102 cc,"275,000"
"Bajaj Platina 20162,500 kmAnuradhapura, MotorbikesRs 260,00031 days",https://ikman.lk/en/ad/bajaj-platina-2016-for-sale-anuradhapura-10,Bajaj Platina 2016,"Posted on 11 Feb 10:24 am, Anuradhapura City, Anuradhapura",Motorbikes,Bajaj,,Platina,2016,"2,500 km",ThisanYaka Ajith,125 cc,"260,000"
"Bajaj Platina 201732,000 kmKurunegala, MotorbikesRs 245,00035 days",https://ikman.lk/en/ad/bajaj-platina-good-2017-for-sale-kurunegala,Bajaj Platina 2017,"Posted on 07 Feb 1:47 pm, Kurunegala City, Kurunegala",Motorbikes,Bajaj,Bajaj,Platina,2017,"32,000 km",Infas Bay,100 cc,"245,000"
"Bajaj Platina 201741,542 kmColombo, MotorbikesRs 310,00046 days",https://ikman.lk/en/ad/bajaj-platina-2017-for-sale-colombo-365,Bajaj Platina 2017,"Posted on 27 Jan 7:34 pm, Nugegoda, Colombo",Motorbikes,Bajaj,,Platina,2017,"41,542 km",Kishan Madushanka,100 cc,"310,000"
"Bajaj Platina 201746,465 kmAmpara, MotorbikesRs 290,00024 days",https://ikman.lk/en/ad/bajaj-platina-2017-for-sale-ampara-4,Bajaj Platina 2017,"Posted on 03 Mar 9:12 am, Ampara City, Ampara",Motorbikes,Bajaj,,Platina,2017,"46,465 km",Madhusanka,100 cc,"290,000"
"Bajaj Platina 201746,000 kmMEMBERKandy, MotorbikesRs 55,00034 days",https://ikman.lk/en/ad/bajaj-platina-2017-for-sale-kandy-16,Bajaj Platina 2017,"Posted on 09 Mar 9:35 am, Peradeniya, Kandy",Motorbikes,Bajaj,,Platina,2017,"46,000 km",Nilmini Bajaj Centre,100 cc,"55,000"
"Bajaj Platina 201736,985 kmMEMBERKandy, MotorbikesRs 285,00025 days",https://ikman.lk/en/ad/bajaj-platina-2017-for-sale-kandy-17,Bajaj Platina 2017,"Posted on 03 Mar 6:34 pm, Kandy City, Kandy",Motorbikes,Bajaj,2017,Platina,2017,"36,985 km",N-S Motors,100 cc,"285,000"
"Bajaj Platina 201715,252 kmMEMBERColombo, MotorbikesRs 368,50034 days",https://ikman.lk/en/ad/bajaj-platina-2017-for-sale-colombo-367,Bajaj Platina 2017,"Posted on 28 Feb 2:35 pm, Boralesgamuwa, Colombo",Motorbikes,Bajaj,bajaj,Platina,2017,"15,252 km",Ranul Motors,100 cc,"368,500"
"Bajaj Platina 201719,582 kmMEMBERColombo, MotorbikesRs 285,00034 days",https://ikman.lk/en/ad/bajaj-platina-2017-for-sale-colombo-366,Bajaj Platina 2017,"Posted on 28 Feb 2:36 pm, Boralesgamuwa, Colombo",Motorbikes,Bajaj,bajaj,Platina,2017,"19,582 km",Ranul Motors,100 cc,"285,000"
"Bajaj Platina 201727,000 kmGalle, MotorbikesRs 295,00034 days",https://ikman.lk/en/ad/bajaj-platina-2017-for-sale-galle-24,Bajaj Platina 2017,"Posted on 08 Feb 11:20 am, Batapola, Galle",Motorbikes,Bajaj,,Platina,2017,"27,000 km",dananjaya isuranga,99 cc,"295,000"
"Bajaj Platina 201845,000 kmMatara, MotorbikesRs 360,00039 days",https://ikman.lk/en/ad/bajaj-platina-2018-for-sale-matara-5,Bajaj Platina 2018,"Posted on 02 Feb 4:18 pm, Hakmana, Matara",Motorbikes,Bajaj,,Platina,2018,"45,000 km",Dinesh Sampath,100 cc,"360,000"
"Bajaj Platina 201826,000 kmColombo, MotorbikesRs 350,00058 days",https://ikman.lk/en/ad/bajaj-platina-bfk8535-2018-for-sale-colombo,Bajaj Platina 2018,"Posted on 14 Jan 4:57 pm, Piliyandala, Colombo",Motorbikes,Bajaj,bajaj,Platina,2018,"26,000 km",Hansaka Tishan Hansaka Tishan,100 cc,"350,000"
"Bajaj Platina 201821,000 kmColombo, MotorbikesRs 310,00051 days",https://ikman.lk/en/ad/bajaj-platina-platna-2018-for-sale-colombo,Bajaj Platina 2018,"Posted on 21 Jan 1:31 pm, Piliyandala, Colombo",Motorbikes,Bajaj,bajaj,Platina,2018,"21,000 km",kosala,100 cc,"310,000"
"Bajaj Platina 201870,000 kmMEMBERColombo, MotorbikesRs 94,50034 days",https://ikman.lk/en/ad/bajaj-platina-2018-for-sale-colombo-202,Bajaj Platina 2018,"Posted on 14 Feb 1:09 pm, Kottawa, Colombo",Motorbikes,Bajaj,2018,Platina,2018,"70,000 km",Minu Warsha Motors,100 cc,"94,500"
"Bajaj Platina 201836,930 kmMEMBERPolonnaruwa, MotorbikesRs 345,00035 days",https://ikman.lk/en/ad/bajaj-platina-2018-for-sale-polonnaruwa-6,Bajaj Platina 2018,"Posted on 23 Feb 3:31 pm, Polonnaruwa City, Polonnaruwa",Motorbikes,Bajaj,,Platina,2018,"36,930 km",PLS Motors & Credit (Pvt) Ltd,100 cc,"345,000"
"Bajaj Platina 201815,000 kmKurunegala, MotorbikesRs 360,00034 days",https://ikman.lk/en/ad/bajaj-platina-2018-for-sale-kurunegala-9,Bajaj Platina 2018,"Posted on 08 Feb 9:47 am, Nikaweratiya, Kurunegala",Motorbikes,Bajaj,,Platina,2018,"15,000 km",prasanna,100 cc,"360,000"
"Bajaj Platina 201812,500 kmColombo, MotorbikesRs 375,00050 days",https://ikman.lk/en/ad/bajaj-platina-original-2018-for-sale-colombo,Bajaj Platina 2018,"Posted on 23 Jan 8:49 am, Colombo 6, Colombo",Motorbikes,Bajaj,2018,Platina,2018,"12,500 km",The Headmasters,102 cc,"375,000"
"Bajaj Platina 201915,000 kmHambantota, MotorbikesRs 335,00052 days",https://ikman.lk/en/ad/bajaj-platina-2019-for-sale-hambantota-5,Bajaj Platina 2019,"Posted on 20 Jan 6:17 pm, Beliatta, Hambantota",Motorbikes,Bajaj,,Platina,2019,"15,000 km",aruna,100 cc,"335,000"
"Bajaj Platina 201924,000 kmGalle, MotorbikesRs 380,00045 days",https://ikman.lk/en/ad/bajaj-platina-2019-for-sale-galle-7,Bajaj Platina 2019,"Posted on 28 Jan 3:19 pm, Karapitiya, Galle",Motorbikes,Bajaj,,Platina,2019,"24,000 km",Hasitha Eshan,100 cc,"380,000"
"Bajaj Platina 201934,000 kmGampaha, MotorbikesRs 380,00023 days",https://ikman.lk/en/ad/bajaj-platina-2019-for-sale-gampaha-14,Bajaj Platina 2019,"Posted on 25 Feb 7:48 pm, Ganemulla, Gampaha",Motorbikes,Bajaj,Bajaj,Platina,2019,"34,000 km",shan Subasingha,110 cc,"380,000"
"Bajaj Platina 202034,000 kmHambantota, MotorbikesRs 360,00053 days",https://ikman.lk/en/ad/bajaj-platina-2020-for-sale-hambantota,Bajaj Platina 2020,"Posted on 19 Jan 1:21 pm, Hambantota City, Hambantota",Motorbikes,Bajaj,,Platina,2020,"34,000 km",Chathura Lakshan,100 cc,"360,000"
"Bajaj Platina BAC 201329,000 kmAnuradhapura, MotorbikesRs 190,00030 days",https://ikman.lk/en/ad/bajaj-platina-bac-2013-for-sale-anuradhapura,Bajaj Platina BAC 2013,"Posted on 12 Feb 3:12 pm, Eppawala, Anuradhapura",Motorbikes,Bajaj,BAC,Platina,2013,"29,000 km",Nilanka Jayamanna,125 cc,"190,000"
"Bajaj Platina BGA7683 201829,805 kmRatnapura, MotorbikesRs 315,00057 days",https://ikman.lk/en/ad/bajaj-platina-bga7683-2018-for-sale-jaffna,Bajaj Platina BGA7683 2018,"Posted on 18 Jan 9:57 am, Embilipitiya, Ratnapura",Motorbikes,Bajaj,BGA7683,Platina,2018,"29,805 km",Sandaruwan Sandaruwan,100 cc,"315,000"
"Bajaj Platina black 201045,000 kmGalle, MotorbikesRs 140,00024 days",https://ikman.lk/en/ad/bajaj-platina-black-2010-for-sale-galle,Bajaj Platina black 2010,"Posted on 18 Feb 1:16 pm, Hikkaduwa, Galle",Motorbikes,Bajaj,black,Platina,2010,"45,000 km",Chanuth Niroshan,100 cc,"140,000"
"Bajaj Platina BLUE 201622,000 kmMEMBERColombo, MotorbikesRs 290,00030 days",https://ikman.lk/en/ad/bajaj-platina-blue-2016-for-sale-colombo-4,Bajaj Platina BLUE 2016,"Posted on 18 Feb 11:48 pm, Piliyandala, Colombo",Motorbikes,Bajaj,BLUE,Platina,2016,"22,000 km",Piliyandala Scooty Mart,100 cc,"290,000"
"Bajaj Platina BLUE 201622,000 kmMEMBERColombo, MotorbikesRs 298,00047 days",https://ikman.lk/en/ad/bajaj-platina-blue-2016-for-sale-colombo-3,Bajaj Platina BLUE 2016,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Motorbikes,Bajaj,BLUE,Platina,2016,"22,000 km",Piliyandala Scooty Mart - Suzuki Dealer,100 cc,"298,000"
"Bajaj Platina Blue 201625,000 kmMEMBERColombo, MotorbikesRs 75,00024 days",https://ikman.lk/en/ad/bajaj-platina-blue-2016-for-sale-colombo-6,Bajaj Platina Blue 2016,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Motorbikes,Bajaj,Blue,Platina,2016,"25,000 km",Piliyandala Scooty Mart - Suzuki Dealer,100 cc,"75,000"
"Bajaj Platina ES 201720,000 kmMatara, MotorbikesRs 310,00025 days",https://ikman.lk/en/ad/bajaj-platina-es-2017-for-sale-matara-1,Bajaj Platina ES 2017,"Posted on 18 Feb 2:24 pm, Akuressa, Matara",Motorbikes,Bajaj,ES,Platina,2017,"20,000 km",Chathura Mihiran,100 cc,"310,000"
"Bajaj Platina ES 201845,000 kmMEMBERColombo, MotorbikesRs 94,50041 days",https://ikman.lk/en/ad/bajaj-platina-es-2018-for-sale-colombo-15,Bajaj Platina ES 2018,"Posted on 01 Feb 11:49 am, Kottawa, Colombo",Motorbikes,Bajaj,ES,Platina,2018,"45,000 km",Minu Warsha Motors,100 cc,"94,500"
"Bajaj Platina ES 201870,000 kmMEMBERColombo, MotorbikesRs 335,00039 days",https://ikman.lk/en/ad/bajaj-platina-es-2018-for-sale-colombo-16,Bajaj Platina ES 2018,"Posted on 03 Feb 11:00 am, Kottawa, Colombo",Motorbikes,Bajaj,ES,Platina,2018,"70,000 km",Minu Warsha Motors,100 cc,"335,000"
"Bajaj Platina ES 201846,000 kmHambantota, MotorbikesRs 340,00037 days",https://ikman.lk/en/ad/bajaj-platina-es-2018-for-sale-hambantota-1,Bajaj Platina ES 2018,"Posted on 05 Feb 1:28 pm, Ambalantota, Hambantota",Motorbikes,Bajaj,ES,Platina,2018,"46,000 km",Ranga,100 cc,"340,000"
"Bajaj Platina KS 201455,000 kmMEMBERColombo, MotorbikesRs 210,00052 days",https://ikman.lk/en/ad/bajaj-platina-ks-2014-for-sale-colombo,Bajaj Platina KS 2014,"Posted on 20 Jan 1:17 pm, Piliyandala, Colombo",Motorbikes,Bajaj,KS,Platina,2014,"55,000 km",Minu Warsha Motors,100 cc,"210,000"
"Bajaj Platina KS 201433,698 kmMEMBERColombo, MotorbikesRs 57,00031 days",https://ikman.lk/en/ad/bajaj-platina-ks-2014-for-sale-colombo-1,Bajaj Platina KS 2014,"Posted on 09 Mar 9:00 am, Boralesgamuwa, Colombo",Motorbikes,Bajaj,KS,Platina,2014,"33,698 km",Sampath Motors Boralasgamuwa,100 cc,"57,000"
"Bajaj Platina Patina 200955,000 kmMatara, MotorbikesRs 150,00049 days",https://ikman.lk/en/ad/bajaj-platina-patina-2009-for-sale-matara,Bajaj Platina Patina 2009,"Posted on 23 Jan 6:46 pm, Dikwella, Matara",Motorbikes,Bajaj,Bajaj Patina,Platina,2009,"55,000 km",Amila Sandun,100 cc,"150,000"
"Bajaj Platina platina125 201347,900 kmColombo, MotorbikesRs 230,00057 days",https://ikman.lk/en/ad/bajaj-platina-platina125-2013-for-sale-colombo,Bajaj Platina platina125 2013,"Posted on 15 Jan 2:13 pm, Homagama, Colombo",Motorbikes,Bajaj,platina125,Platina,2013,"47,900 km",Rumesh Sanjaya,125 cc,"230,000"
"Bajaj Platina TA 200615,258 kmRatnapura, MotorbikesRs 120,00028 days",https://ikman.lk/en/ad/bajaj-platina-ta-2006-for-sale-ratnapura,Bajaj Platina TA 2006,"Posted on 15 Feb 7:39 am, Pelmadulla, Ratnapura",Motorbikes,Bajaj,TA,Platina,2006,"15,258 km",Akuretiya Gamage Madushan,100 cc,"120,000"
"Bajaj Pulsar 135 (Used) 201290,000 kmKandy, MotorbikesRs 235,00025 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2012-for-sale-kandy-612,Bajaj Pulsar 135 (Used) 2012,"Posted on 17 Feb 1:24 pm, Kadugannawa, Kandy",Motorbikes,Bajaj,(Used),Pulsar 135,2012,"90,000 km",AS H EN,135 cc,"235,000"
"Bajaj Pulsar 135 (Used) 201441,239 kmMEMBERMatale, MotorbikesRs 265,00038 days",https://ikman.lk/en/ad/bajaj-pulsar-135-used-2014-for-sale-matale,Bajaj Pulsar 135 (Used) 2014,"Posted on 23 Feb 3:31 pm, Dambulla, Matale",Motorbikes,Bajaj,(Used),Pulsar 135,2014,"41,239 km",PLS Motors & Credit (Pvt) Ltd,135 cc,"265,000"
"Bajaj Pulsar 135 (Used) 201660,000 kmKurunegala, MotorbikesRs 300,00047 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2016-for-sale-kurunegala-77,Bajaj Pulsar 135 (Used) 2016,"Posted on 27 Jan 11:59 am, Kurunegala City, Kurunegala",Motorbikes,Bajaj,(Used),Pulsar 135,2016,"60,000 km",Induwara Weerasekara,135 cc,"300,000"
"Bajaj Pulsar 135 (Used) 201732,000 kmMEMBERColombo, MotorbikesRs 103,50056 days",https://ikman.lk/en/ad/bajaj-pulsar-135-used-2017-for-sale-colombo-4,Bajaj Pulsar 135 (Used) 2017,"Posted on 25 Feb 10:11 am, Piliyandala, Colombo",Motorbikes,Bajaj,(Used),Pulsar 135,2017,"32,000 km",Piliyandala Bike Centre,135 cc,"103,500"
"Bajaj Pulsar 135 . 2012130,000 kmBadulla, MotorbikesRs 199,99955 days",https://ikman.lk/en/ad/bajaj-pulsar-135-pulser-2012-for-sale-badulla,Bajaj Pulsar 135 . 2012,"Posted on 17 Jan 6:14 pm, Passara, Badulla",Motorbikes,Bajaj,.,Pulsar 135,2012,"130,000 km",dulanja,135 cc,"199,999"
"Bajaj Pulsar 135 . 201635,000 kmMEMBERColombo, MotorbikesRs 110,00046 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2016-for-sale-colombo-595,Bajaj Pulsar 135 . 2016,"Posted on 23 Feb 8:48 am, Piliyandala, Colombo",Motorbikes,Bajaj,.,Pulsar 135,2016,"35,000 km",Piliyandala Scooty Mart - Suzuki Dealer,135 cc,"110,000"
"Bajaj Pulsar 135 . 201741,536 kmMonaragala, MotorbikesRs 320,00046 days",https://ikman.lk/en/ad/bajaj-pulsar-135-135ls-2017-for-sale-monaragala,Bajaj Pulsar 135 . 2017,"Posted on 26 Jan 3:55 pm, Monaragala City, Monaragala",Motorbikes,Bajaj,.,Pulsar 135,2017,"41,536 km",Lahiru Madusanka,135 cc,"320,000"
"Bajaj Pulsar 135 135ls 201333,500 kmGampaha, MotorbikesRs 250,00039 days",https://ikman.lk/en/ad/bajaj-pulsar-135-135ls-2013-for-sale-gampaha-1,Bajaj Pulsar 135 135ls 2013,"Posted on 03 Feb 7:37 am, Delgoda, Gampaha",Motorbikes,Bajaj,135ls,Pulsar 135,2013,"33,500 km",Hashara Edirisingha,135 cc,"250,000"
"Bajaj Pulsar 135 200425,000 kmPolonnaruwa, MotorbikesRs 170,00051 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2004-for-sale-polonnaruwa,Bajaj Pulsar 135 2004,"Posted on 21 Jan 4:49 pm, Kaduruwela, Polonnaruwa",Motorbikes,Bajaj,135,Pulsar 135,2004,"25,000 km",Rasikanadee Rasikanadee,135 cc,"170,000"
"Bajaj Pulsar 135 200675,000 kmPuttalam, MotorbikesRs 185,00052 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2006-for-sale-puttalam,Bajaj Pulsar 135 2006,"Posted on 20 Jan 11:26 am, Wennappuwa, Puttalam",Motorbikes,Bajaj,,Pulsar 135,2006,"75,000 km",Dilum S Fdo,135 cc,"185,000"
"Bajaj Pulsar 135 200782,771 kmPuttalam, MotorbikesRs 145,00041 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2007-for-sale-puttalam,Bajaj Pulsar 135 2007,"Posted on 31 Jan 8:40 pm, Puttalam City, Puttalam",Motorbikes,Bajaj,Pulsar 135,Pulsar 135,2007,"82,771 km",Milinda,135 cc,"145,000"
"Bajaj Pulsar 135 200858,000 kmMEMBERAmpara, MotorbikesRs 145,00056 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2008-for-sale-ampara,Bajaj Pulsar 135 2008,"Posted on 23 Jan 11:02 am, Ampara City, Ampara",Motorbikes,Bajaj,,Pulsar 135,2008,"58,000 km",AAA Auto Mart,135 cc,"145,000"
"Bajaj Pulsar 135 200849,000 kmPolonnaruwa, MotorbikesRs 215,00032 days",https://ikman.lk/en/ad/bajaj-pulsar-135-215-2008-for-sale-polonnaruwa,Bajaj Pulsar 135 2008,"Posted on 09 Feb 10:32 pm, Medirigiriya, Polonnaruwa",Motorbikes,Bajaj,Bajaj,Pulsar 135,2008,"49,000 km",Danitha டிலான்,135 cc,"215,000"
"Bajaj Pulsar 135 200935,000 kmRatnapura, MotorbikesRs 185,00033 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2009-for-sale-ratnapura,Bajaj Pulsar 135 2009,"Posted on 08 Feb 7:33 pm, Ratnapura City, Ratnapura",Motorbikes,Bajaj,2009,Pulsar 135,2009,"35,000 km",Lamal Iruksha,135 cc,"185,000"
"Bajaj Pulsar 135 201068,000 kmKurunegala, MotorbikesRs 150,00027 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2010-for-sale-kurunegala-107,Bajaj Pulsar 135 2010,"Posted on 16 Feb 1:08 pm, Kurunegala City, Kurunegala",Motorbikes,Bajaj,,Pulsar 135,2010,"68,000 km",gamilka chamath,135 cc,"150,000"
"Bajaj Pulsar 135 201050,000 kmKegalle, MotorbikesRs 160,00040 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2010-for-sale-kegalle-52,Bajaj Pulsar 135 2010,"Posted on 02 Feb 9:29 am, Mawanella, Kegalle",Motorbikes,Bajaj,,Pulsar 135,2010,"50,000 km",Janaka M Karunathilake,135 cc,"160,000"
"Bajaj Pulsar 135 201045,000 kmBatticaloa, MotorbikesRs 195,00027 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2010-for-sale-batticaloa,Bajaj Pulsar 135 2010,"Posted on 25 Feb 7:28 pm, Batticaloa City, Batticaloa",Motorbikes,Bajaj,,Pulsar 135,2010,"45,000 km",Mohamed Zaith,135 cc,"195,000"
"Bajaj Pulsar 135 201040,000 kmKegalle, MotorbikesRs 185,00049 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2010-for-sale-kegalle-51,Bajaj Pulsar 135 2010,"Posted on 23 Jan 4:33 pm, Ruwanwella, Kegalle",Motorbikes,Bajaj,,Pulsar 135,2010,"40,000 km",Nadeera Lakshan,135 cc,"185,000"
"Bajaj Pulsar 135 201036,963 kmMEMBERKandy, MotorbikesRs 145,00044 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2010-for-sale-kandy-90,Bajaj Pulsar 135 2010,"Posted on 03 Mar 6:34 pm, Kandy City, Kandy",Motorbikes,Bajaj,2010,Pulsar 135,2010,"36,963 km",N-S Motors,135 cc,"145,000"
"Bajaj Pulsar 135 201075,000 kmGampaha, MotorbikesRs 180,00033 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2010-for-sale-gampaha-400,Bajaj Pulsar 135 2010,"Posted on 09 Feb 2:50 pm, Ja-Ela, Gampaha",Motorbikes,Bajaj,2010,Pulsar 135,2010,"75,000 km",Shehan,135 cc,"180,000"
"Bajaj Pulsar 135 201088,000 kmVavuniya, MotorbikesRs 165,00032 days",https://ikman.lk/en/ad/bajaj-pulsar-135-we-2010-for-sale-vavuniya-5,Bajaj Pulsar 135 2010,"Posted on 10 Feb 2:32 pm, Vavuniya City, Vavuniya",Motorbikes,Bajaj,Bajaj,Pulsar 135,2010,"88,000 km",Supun Dilshan,135 cc,"165,000"
"Bajaj Pulsar 135 20108,800 kmPuttalam, MotorbikesRs 185,00026 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2010-for-sale-puttalam-39,Bajaj Pulsar 135 2010,"Posted on 16 Feb 11:23 am, Puttalam City, Puttalam",Motorbikes,Bajaj,,Pulsar 135,2010,"8,800 km",Wazeem Majeed,135 cc,"185,000"
"Bajaj Pulsar 135 201155,000 kmJaffna, MotorbikesRs 145,00057 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2011-for-sale-jaffna-3,Bajaj Pulsar 135 2011,"Posted on 15 Jan 11:28 am, Jaffna City, Jaffna",Motorbikes,Bajaj,,Pulsar 135,2011,"55,000 km",Masahir Masahir,110 cc,"145,000"
"Bajaj Pulsar 135 201150,000 kmKurunegala, MotorbikesRs 185,00034 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2011-for-sale-kurunegala-534,Bajaj Pulsar 135 2011,"Posted on 08 Feb 9:13 am, Kurunegala City, Kurunegala",Motorbikes,Bajaj,,Pulsar 135,2011,"50,000 km",Achintha Sadaruwan,135 cc,"185,000"
"Bajaj Pulsar 135 201165,782 kmKalutara, MotorbikesRs 43,00026 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2011-for-sale-kalutara-567,Bajaj Pulsar 135 2011,"Posted on 16 Feb 5:15 pm, Horana, Kalutara",Motorbikes,Bajaj,,Pulsar 135,2011,"65,782 km",Ashen Madu,135 cc,"43,000"
"Bajaj Pulsar 135 201150,000 kmHambantota, MotorbikesRs 172,00059 days",https://ikman.lk/en/ad/bajaj-pulsar-135-2011-for-sale-colombo-2326,Bajaj Pulsar 135 2011,"Posted on 14 Jan 9:00 am, Beliatta, Hambantota",Motorbikes,Bajaj,135,Pulsar 135,2011,"50,000 km",Chinthaka Priyadarsana,135 cc,"172,000"
"Bajaj Pulsar 135 201135,000 kmColombo, MotorbikesRs 205,00032 days",https://ikman.lk/en/ad/bajaj-pulsar-135-pulsur-2011-for-sale-colombo-6,Bajaj Pulsar 135 2011,"Posted on 10 Feb 12:34 pm, Talawatugoda, Colombo",Motorbikes,Bajaj,135,Pulsar 135,2011,"35,000 km",Dinithi Imashi,135 cc,"205,000"
